ID,RecorderName,Date,DateAccuracy,Time,TimeAccuracy,PathName,SubPathName,AffectRoad,HitRoad,RoadPlowed,TimeToClear,RoadDamageLength,AvalancheType,AvalancheTrigger,AvalancheBedSurface,PercentPath,PercentSubPath,HorizStartZoneLoc,VertStartZoneLoc,SizeRelativetoPath,SizeDestructiveForce,ObservationPoint,MaxCrownDepth,AveCrownDepth,CrownWidth,StartElevationFeet,VerticalRunFeet,StartZoneAspect,StartZoneSlope,StartZoneAlpha,RoadBurialLength,RoadBurialDepth,Comments
69,Reardon,4/22/2004,Actual,19:00:00,Approximate,Mt. Geduhn,Between Points 8015 and 7774,No,N/A,N/A,N/A,N/A,GS,N,G,20,NA,Left,Bottom,2,1.5,Distant,NA,NA,NA,7300,400,50,NA,NA,N/A,N/A,"Calve release from bottom right (rockband) of glide release noted 4/15/04.  Slide occurred below saddle/ low point on ridge NW of pt 7774.

From Lundy notebook 4-23:
""New calving between PT 774 & 8015""

From reardon notebook 4-23;
""Calve glide release ridge N of 7774 - N-G-1.5-G""

Diagram but no photo. 4-15 photo shows bare/ shallow spot in vicinity of bed surface depicted in 4-23 diagram. Mistaken identity? Not really glide avalanche? Adjusted aspect to match 4-15 slide (75---> 45) br 11-28-06"
72,Lundy,4/26/2004,Actual,NA,NA,Big Bend,North Bowl/ upper west face of Mt. Gould,Yes,No,No,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Adjacent,NA,NA,NA,NA,NA,225,NA,NA,N/A,N/A,Multiple smaller WL slides in same bowl.
73,Lundy,4/27/2004,Actual,NA,NA,Heavens Peak Remnant Glacier,NA,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,45,NA,NA,N/A,N/A,Multiple WL slides in vicinity/ along E & n ridges
74,Lundy,4/27/2004,Actual,NA,NA,Heavens Peak North Ridge,NA,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,90,NA,NA,N/A,N/A,multiple wet loose slides
75,Lundy,4/27/2004,NA,NA,NA,Stanton/Vaught Bowl,NA,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2.5,Distant,NA,NA,NA,7200,NA,70,NA,NA,N/A,N/A,Appeared to start just below rocks on ridgeline - possibly triggered by cornice fall. Multiple WL class 1-1.5 slides in same bowl.
76,Lundy,4/27/2004,Actual,NA,NA,Heavens Gate,North Bowl,Yes,No,Yes,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,45,NA,NA,N/A,N/A,multiple wet loose slides
77,Lundy,4/26/2004,Actual,NA,NA,Mt. Oberlin,East Face,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,90,NA,NA,N/A,N/A,multiple wet loose slides
78,Reardon,4/21/2004,Approximate,NA,NA,Garden Wall,Slope behind GWWX & below Garden Wall,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,Top,NA,2,Adjacent,NA,NA,NA,7800,900,270,NA,NA,N/A,N/A,Ran out of gullies in Garden Wall
79,Reardon,4/25/2004,Approximate,NA,NA,Granite Creek,adjacent to (NW) Grinnell Overlook,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,7700,900,270,NA,NA,N/A,N/A,Ran where WS released 2003. Started just below or in rocks higher than Grinnel Overlook.
80,Reardon,4/25/2004,Approximate,NA,NA,Granite Creek,adjacent to (NW) Grinnell Overlook,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,1.5,Distant,NA,NA,NA,7600,700,270,NA,NA,N/A,N/A,Ran where WS released 2003. Started just below or in rocks higher than Grinnel Overlook.
81,Reardon,4/27/2004,Actual,NA,NA,Longfellow Peak,East Face,No,N/A,N/A,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,8600,800,45,NA,NA,N/A,N/A,1-3 slides. Start elevation approximate. Appeared to run from several hundred feet < summit of peak.
82,Reardon,4/27/2004,Actual,13:30:00,Actual,Mt. Gould,"Lower west face of Mt. Gould above Haystack Creek Saddle	",No,N/A,N/A,N/A,N/A,WL,AS,O,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,7375,150,225,NA,37,N/A,N/A,Several slides .5-1. Easily triggered while traversing slopes or skiing. Ran slowly but steadily.
83,Reardon,4/26/2004,Actual,NA,NA,Big Bend,North Bowl/ upper west face of Mt. Gould,Yes,NA,NA,NA,NA,WL,N,O,NA,NA,Middle,Top,NA,2,Adjacent,NA,NA,NA,8800,1200,225,NA,NA,NA,NA,Multiple wet loose slides
84,Reardon,4/28/2004,Actual,6:00:00,Approximate,Haystack Creek,Show You,Yes,No,No,N/A,N/A,LL,N,S,NA,NA,Middle,Top,NA,1.5,Adjacent,NA,NA,NA,8000,800,250,NA,NA,N/A,N/A,Two sluffs in new snow started at base of rockband top of start zone; ran down across start zone.
85,Lundy,4/29/2004,Actual,NA,Actual,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,2,2,2,6800,500,0,NA,NA,N/A,N/A,"Due to warming or new snow load?

From Lundy notebook 4-30:
""GS-D2 on E. Ridge Heavens El 6800' ---> 500' N asp, 5-6 ft deep. 15-20' wide. 4-29-04 dafter 12:00. Due to warming or new snow load?"""
86,Lundy,4/29/2004,Actual,NA,Actual,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,WL,N,S,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,NA
87,Lundy,4/26/2004,Approximate,NA,NA,Peak 7850,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,1.5,Distant,NA,NA,NA,7700,500,90,NA,NA,N/A,N/A,"small glide calve

From Reardon notebook 4-27:
""N-GS-1-G on 7850, 7774 overnight - calve releases from previous crowns.
N-GS-1.5-G saddle btwn 7774 & 8010""

From Lundy notebook 4/30:
GS-D1.5 calve pt 7850 before new snow? 4/27/29?""


Adjusted date from 4-28-2004 to 4-26-2004 based on above. br 11-28-06"
88,Lundy,4/29/2004,Actual,NA,Actual,Alps 1,Chute 1,Yes,No,No,N/A,N/A,WL,N,S,NA,NA,Middle,Top,2,1,Site,NA,NA,NA,6400,800,270,NA,NA,N/A,N/A,stopped 100ft above rd
89,Lundy,4/29/2004,Actual,NA,Actual,Alps 2,Chute 2,Yes,No,No,N/A,N/A,WL,N,S,NA,NA,Middle,Top,2,1.5,Site,NA,NA,NA,6400,900,270,NA,NA,N/A,N/A,stopped 30ft above rd
90,Lundy,4/29/2004,Actual,NA,Actual,Alps 3,Chute 3,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,Middle,Top,2,1,Site,NA,NA,NA,6400,1000,270,NA,NA,3,0.5,NA
91,Lundy,4/29/2004,Actual,NA,Actual,Haystack Creek,Show You,Yes,No,No,N/A,N/A,WL,N,S,NA,NA,Left,Top,NA,3,Site,NA,NA,NA,8000,2700,225,NA,NA,N/A,N/A,"-stopped 50 feet above rd.
-initiated in cliffs and funneled into main gully"
92,Lundy,4/29/2004,Actual,NA,Actual,Haystack Creek,Show Me,Yes,No,No,N/A,N/A,LL,N,S,NA,NA,Right,Top,NA,2.5,Site,NA,NA,NA,7700,1500,270,NA,NA,N/A,N/A,NA
93,Lundy,4/29/2004,Actual,NA,Actual,Haystack Creek,various,Yes,No,No,N/A,N/A,WL,N,O,NA,NA,NA,NA,NA,2,Adjacent,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,numerous small WL slides
94,Lundy,4/29/2004,Actual,NA,Actual,Big Bend,various,Yes,No,No,N/A,N/A,WL,N,S,NA,NA,NA,NA,NA,2,Adjacent,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,numerous small WL slides
95,Lundy,4/27/2004,Approximate,NA,NA,Big Bend,North Bowl,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,2,Adjacent,NA,NA,NA,8300,1100,210,NA,NA,N/A,N/A,"very difficult to determine the nature of this avalanche. Definite debris covered by new snow that fell 4/28. start zone is a rocky/benched area. Small, discontinuous crown-line fragments were visible with some areas of snow clearly missing. If forced to make a determination, would call it a glide slab release but it may have simply been some small slabs of snow that came unglued from benched rock.

From Lundy notebook 4-30:
""Possible small gs/ws in lookers' left Big Bend ---> can't tell if glide crack or crown? ---> D2, maybe before new snow.""

Given repeat offender in this area every season, assuming this is GS. Adjusted start elev 7600 ---> 8300' vert fall from 600' to 1100' and entered start aspect based on topo & 5-3 photo. Br 11-29-06"
96,Lundy,4/29/2004,Actual,NA,Approximate,Slopes,various,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,"viewed from haystack saddle, numerous WL slides hit road and ran to just above logan creek."
98,Lundy,5/2/2004,Approximate,NA,NA,Heavens Gate,Heavens Gate,Yes,No,Yes,N/A,N/A,GS,N,G,10,25,Right,Top,3,3.5,Distant,6,6,6,7750,4150,70,NA,NA,N/A,N/A,"From Lundy notebook 5-3:
""-Heavens Gate avalanched GS-D3.5 5-2-04? 8000' ---> 4400' (el. 3600') 15' deep, max 20' 150' wide.""

Adjusted crown width from 45 to 85m, start elev to 7750' and start aspect from 45 to 70 based on topo and 5/7 photos. 11-29-06 br."
99,Lundy,5/2/2004,Approximate,NA,NA,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,2,2,2,6700,400,0,NA,NA,N/A,N/A,1 of 2 new glide releases
100,Lundy,5/2/2004,Approximate,NA,NA,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,2,2,2,6700,400,0,NA,NA,N/A,N/A,"2 of 2 new glide releases

From Lundy notebook 5-3:
""-Small GS releases on Heavens E. Ridge D1.5. GS Calve from old GS Releases on [Heavens E. Ridge] D1.5"""
101,Lundy,5/2/2004,Approximate,NA,NA,Heavens Peak East Ridge,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,1.5,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"glide calve from old GS release

From Lundy notebook 5-3:
""-Small GS releases on Heavens E. Ridge D1.5. GS Calve from old GS Releases on [Heavens E. Ridge] D1.5"""
102,Lundy,5/2/2004,Approximate,NA,NA,Peak 7850,NA,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,2,Distant,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"glide calve

From Lundy notebook 5-3:
""GS calves on PT 7850/ PT 7774 Ridge Poor visibility."""
103,Lundy,5/2/2004,Approximate,NA,NA,Big Bend,North Bowl - lower west face of Mt. Gould,Yes,No,No,N/A,N/A,GS,N,G,NA,NA,NA,NA,NA,1.5,Adjacent,1,1,1,8300,1100,230,NA,NA,N/A,N/A,"From Lundy notebook 5-3:
""Small GS release in L Big Bend, start 7600 [7800 crossed out] --->800' Additional D1.5 Calving looks likely 5/1-2?""

Start elev entered as 8000' by Lundy.

Adjusted start elev. to 8300', vert. fall to 1100' and start aspect to 235 based on photo and topo. 11-29-06 br."
104,Reardon,4/29/2004,Actual,NA,NA,Triple Arches,NA,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,3,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded  5/5/04 when able to reach paths. Debris from slide easily differentiated from older debris. Not able to discern any info about start elevations, etc."
105,Reardon,4/29/2004,Actual,NA,Approximate,1st Chute Below Triple Arches,NA,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded  5/5/04 when able to reach paths. Debris from slide easily differentiated from older debris. Not able to discern any info about start elevations, etc."
106,Reardon,4/29/2004,Actual,NA,Approximate,Chute Above Triple Arches,NA,Yes,Yes,No,NA,NA,WL,N,S,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Recorded  5/5/04 when able to reach paths. Debris from slide easily differentiated from older debris. Not able to discern any info about start elevations, etc."
107,NA,4/29/2004,Actual,NA,Approximate,Clown Couloir,NA,Yes,No,No,N/A,N/A,WL,N,S,NA,NA,NA,NA,NA,2,Site,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,"Stopped 30 ft uphill of road.  Recorded  5/5/04 when able to reach paths. Debris from slide easily differentiated from older debris. Not able to discern any info about start elevations, etc."
108,Reardon,5/4/2004,Actual,NA,Approximate,Heavens Gate,Heavens Gate,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Right,Top,2,3,Distant,NA,NA,NA,7675,NA,80,NA,NA,N/A,N/A,"Noted 5/5/04. Calve release. Unable to distinguish width or vertical fall clearly due to debris from previous slide.

From Lundy notebook 5-5:
""*Significant GS activity since 5/4 PM: - GS-D3-G on Heavens Gate, north, R of earlier GS. Glide calve. 8000' --->?""

From Reardon notebook 5-5:
""*Heavens Gate - Lookers right of main glide area N-G-3-G debris ran less far than previous ? Right side crown deep - L side ~6'? Probably a calve.""

Start zone aspect & elev adjusted from 90 to 80 & 8000 to 7675 based on photo and topo 11-29-06 br."
109,Reardon,5/4/2004,Actual,NA,Approximate,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,Middle,2,2.5,Distant,3,3,3,7000,350,25,NA,NA,N/A,N/A,"Deepest on looker's right. Released midslope below a rock step & btwn April main cliff band next to remnant glacier. Still fresh debris on bed surface when noted 5/5/04.

From Lundy notebook 5-5:
""-GS-D2.5-G on Heavens East Ridge, up ridge from 1st release, 100' below ridge crest, 10' deep (max), 100' wide Also, down at East end of ridge another GS-D1.5-G""

From Reardon notebook 5-5:
""* E Ridge of Heavens - 2 new glide releases N-G-2.5-G midslope btwn April glide & main cliff - ~10' deep looker's right. Still snow on bed surface 100' crown.""
Diagram shows inside/ upslope of moraine.

Vert fall adjusted from 300 to 375' based on photo and topo 11-29-06 br."
110,Reardon,5/4/2004,Actual,NA,Approximate,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,WL,N,G,NA,NA,NA,Top,NA,1.5,Distant,NA,NA,NA,6750,350,10,NA,NA,N/A,N/A,"From Lundy notebook 5-5:
""-GS-D2.5-G on Heavens East Ridge, up ridge from 1st release, 100' below ridge crest, 10' deep (max), 100' wide Also, down at East end of ridge another GS-D1.5-G""

From Reardon notebook 5-5:
""* E Ridge of Heavens - 2 new glide releases N-G-2.5-G midslope btwn April glide & main cliff - ~10' deep looker's right. Still snow on bed surface 100' crown.""
Diagram shows inside/ upslope of moraine.

Start elev adjusted from 6675 to 6750' & vert fall & aspect entered based on photo and topo 11-29-06 br."
111,Reardon,5/4/2004,Actual,NA,Approximate,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Top,3,3,Distant,1.75,1.75,1.75,7950,2200,245,NA,NA,N/A,N/A,"Ran to flats above road ~ 6000' elev. Some chunks remain on N end of crack, some cracking to S of FX. Failed below original crack. Left a big brown buttstain.

From Lundy notebook 5-5:
""-Show Me GS-D3-G ran into flats 5' deep x 150' wide 7800' ---> 6000""

From Reardon notebook 5-5:
""Show me glide crack released N-G-3-G to flats > road, mostly lookers right 2/3 - shunks remain in starting bed surface lookers left - failed < original crack.""

Adjusted vert fall from 1950 to 2200 & added start zone aspect based on photos and topo 11-29-06 br."
112,Reardon,5/4/2004,Actual,NA,Approximate,Big Bend,North Bowl - lower west face of Mt. Gould,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Middle,Bottom,NA,1.5,Distant,NA,NA,NA,8300,NA,210,NA,NA,N/A,N/A,"Other recent glide avalanches at same elevation. Occurred above cliff band. Watchman (Lucas) says it was not there previous day, and heard/ saw some chunks falling first thing in the morning.  Fresh debris on bed surface, different color & appearance than adjacent recent releases.

From Lundy notebook 5-5:
-GS-D2-G in L side Big bend near other glide releases 5' deep x 30' across 8000' -->800'.""

From Reardon notebook 5-5:
* N-G-1.5 [2 crossed out] - G W face Mt Gould > cliff band - same elvation as other recent glide releases. Lucas says noth there yesterday - saw some snow still falling this AM.""

Adjusted elev from 8000 to 8300 and added aspect based on photo and topo 11-29-06 br."
113,Reardon,5/4/2004,Actual,NA,Approximate,Mt. Vaught,upper E Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Middle,NA,NA,1.5,Distant,NA,NA,NA,8600,NA,55,NA,NA,N/A,N/A,"Observed from upper road.

From Lundy notebook 5-5:
""*Significant GS activity since 5/4 PM:..GS-D1.5-G on Mount Vaught, below peak ~60' wide 8600' --->? (2) GS-D2.5-G further below ~150-125' feet across. 8000' --->?""

From Reardon notebook 5-5:
""3 N glide releases E face Vaught N-G-1.5-G < summit - > 6' deep ~60' most recent potential for more calves. N-G-2.5-G 2X biggest midslope cliff Big cracks to N as well. Did they calve or go as slabs R one ~ 125' wide - appears R side went 1st(~1/2) then L 1/2. L one appears to be going in chunks - class 1.5 as well.""

Added start aspect based on topo 11-29-06 br."
114,Reardon,5/4/2004,Approximate,NA,NA,Mt. Vaught,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Bottom,NA,2.5,Distant,NA,NA,NA,8300,NA,65,NA,NA,N/A,N/A,"Adjacent to (north of) very similar GS avalanche.  Both appear to have had multiple releases - perhaps 1/2 at a time. Fresh snow/debris on bed surface at center of S one, S side of N one.

Observed from upper road.

From Lundy notebook 5-5:
""*Significant GS activity since 5/4 PM:..GS-D1.5-G on Mount Vaught, below peak ~60' wide 8600' --->? (2) GS-D2.5-G further below ~150-125' feet across. 8000' --->?""

From Reardon notebook 5-5:
""3 N glide releases E face Vaught N-G-1.5-G < summit - > 6' deep ~60' most recent potential for more calves. N-G-2.5-G 2X biggest midslope cliff Big cracks to N as well. Did they calve or go as slabs R one ~ 125' wide - appears R side went 1st(~1/2) then L 1/2. L one appears to be going in chunks - class 1.5 as well.""

Added start aspect based on topo 11-29-06 br."
115,Reardon,5/4/2004,Approximate,NA,NA,Mt. Vaught,East Face,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Bottom,NA,2.5,Distant,NA,NA,NA,8300,NA,65,NA,NA,N/A,N/A,"Adjacent to (north of) very similar GS avalanche.  Both appear to have had multiple releases - perhaps 1/2 at a time. Fresh snow/debris on bed surface at center of S one, S side of N one.

Observed from upper road.

From Lundy notebook 5-5:
""*Significant GS activity since 5/4 PM:..GS-D1.5-G on Mount Vaught, below peak ~60' wide 8600' --->? (2) GS-D2.5-G further below ~150-125' feet across. 8000' --->?""

From Reardon notebook 5-5:
""3 N glide releases E face Vaught N-G-1.5-G < summit - > 6' deep ~60' most recent potential for more calves. N-G-2.5-G 2X biggest midslope cliff Big cracks to N as well. Did they calve or go as slabs R one ~ 125' wide - appears R side went 1st(~1/2) then L 1/2. L one appears to be going in chunks - class 1.5 as well.""

Added start aspect based on topo 11-29-06 br."
116,Lundy,5/5/2004,Actual,NA,Approximate,Mt. McPartland,NW Ice Cream Scoop South of Heavens Peak,No,N/A,N/A,N/A,N/A,GS,N,G,5,NA,Middle,Middle,1,1.5,Distant,NA,NA,NA,6900,250,45,NA,NA,N/A,N/A,"FromLundy notebook 5-6:
""-""Ice Cream Scoop"" on Heavens Peak GS-D1.5""

From Reardon notebook 5-6:
""* Some fresh debris in r-hand of 2 ice cream scoops on heaven's. Possibly glide calve. Bottom middle of path just > rock band. Ran ~250' vert."""
117,Reardon,5/6/2004,Actual,NA,NA,Big Bend,North Bowl - lower west face Mt. Gould.,Yes,No,Yes,N/A,N/A,GS,N,G,NA,NA,Left,Top,NA,2,Distant,2,2,2,8375,1100,220,NA,NA,N/A,N/A,"N-GS-2-G calve release adjacent to (above and S) of GS noted 5-5 in Big Bend north bowl - this release actually larger than original release. Flank 2 m deep @ deepest, 1.5 m avg. depth. 18 m across right side; 35 m across top. Noted in AM. Debris ran 800 vert. feet. Start elev. 8050 ft. L-shaped.

From photo, crown depth estimates look low.
Adjusted star elev 8050 to 8375' and start aspect 225 to 220 based on photo and topo 11-29-06 br."
118,Reardon,5/7/2004,Actual,NA,Actual,Heavens Peak Remnant Glacier,HPRG,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Left,Middle,NA,2,Distant,5,5,5,7275,500,45,NA,NA,N/A,N/A,"N-GS-2-G upper left side of HPRG. Debris ran ~500 vertical feet. Started ~7300 ft. crown 4-5 m deep. Narrow - 10m across @ top but widened.  Not there in AM; noticed ~13:30 on drive down.

N-GS-1-G calve releases below and right of glide slab noted 5-5 on HPER. 

Note from AM - HPRG crack still showing signs of active glide - looker's right flank ripped 50-70 m downhill, much rumpling and buckling, some chunks falling off crown in center left. Left flank starting to rip downhill. Gap seems to be about 25' @ widest. H2O not visible on bed surface in gap in AM.

Note from PM - HPRG crack on R flank has more buckling than in AM. More debris on top of slab."
119,Reardon,5/7/2004,Approximate,NA,NA,Heavens Peak East Ridge,East Ridge,No,N/A,N/A,N/A,N/A,GS,N,G,NA,NA,Right,Top,NA,2,Distant,2.5,2.5,2.5,7350,700,15,NA,NA,N/A,N/A,"N-GS-2-G 2 m deep, 14 m across, started ~ 7350, ran 600 vertical, N aspect on HPER ridge. Occurred just up-ridge of highest point/ rock knob and slightly down ridge of E end of main cliff.. Started just < ridgeline - debris ran down behind moraine.

From Lundy notebook 5-10:
""-E. Ridge of heavens GS-D2-G 40 ft wide, 2+m deep ~550 ft vert""

Added vert fall, adjusted aspect to 10 based on photo & topo. 11-29-06 br."
120,Lundy,5/11/2004,Actual,NA,NA,Slopes,NA,Yes,Yes,Yes,0.5,NA,LL,N,S,NA,NA,NA,NA,NA,1,Site,NA,NA,NA,NA,NA,270,NA,NA,10,1.5,4 small sluffs hit road during storm
121,Lundy,5/11/2004,Actual,NA,NA,Rim Rock,NA,Yes,Yes,Yes,NA,NA,LL,N,S,NA,NA,NA,NA,NA,0.5,Site,NA,NA,NA,NA,NA,270,NA,NA,2,1,very small sluff hit road during storm
122,Lundy,5/11/2004,Actual,NA,NA,Alps 3,Chute 3,Yes,Yes,Yes,0.25,NA,LL,N,S,NA,NA,NA,NA,NA,1,Adjacent,NA,NA,NA,NA,500,270,NA,NA,5,1.8,NA
123,Lundy,5/12/2004,Actual,NA,NA,Alps 2,Chute 2,Yes,No,Yes,N/A,N/A,LL,N,S,NA,NA,NA,NA,NA,0.5,Adjacent,NA,NA,NA,NA,NA,270,NA,NA,N/A,N/A,NA
124,Lundy,5/12/2004,Actual,11:00:00,Approximate,Slopes,NA,Yes,Yes,Yes,0.25,NA,LL,N,S,NA,NA,NA,NA,NA,1,Adjacent,NA,NA,NA,NA,NA,270,NA,NA,3,1.5,NA
125,Lundy,5/12/2004,Actual,NA,NA,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,LL,N,S,NA,NA,NA,NA,NA,2,Adjacent,NA,NA,NA,8000,2000,235,NA,NA,N/A,N/A,NA
126,Lundy,5/12/2004,Actual,NA,NA,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,LL,N,S,NA,NA,NA,NA,NA,1,Adjacent,NA,NA,NA,NA,NA,235,NA,NA,N/A,N/A,NA
127,Lundy,5/12/2004,Actual,2:45:00,Actual,Haystack Creek,Show Me,Yes,No,Yes,N/A,N/A,LL,N,S,NA,NA,NA,NA,NA,1.5,Adjacent,NA,NA,NA,8000,2000,235,NA,NA,N/A,N/A,NA
128,Lundy,5/12/2004,Actual,NA,NA,Haystack Creek,Show You,Yes,No,Yes,N/A,N/A,LL,N,S,NA,NA,NA,NA,NA,1.5,Adjacent,NA,NA,NA,NA,NA,235,NA,NA,N/A,N/A,NA
129,Reardon,5/12/2004,Actual,16:00:00,Approximate,Alps 1,NA,Yes,Yes,Yes,NA,NA,WL,N,S,NA,NA,NA,Top,NA,1,Site,NA,NA,NA,6800,1300,270,NA,NA,4,1,Barely hit road. Appeared from below (Logan Ck area) to start below rock band at top of chute. Debris clearly wet. Not plowed out - didn't block more than 1/3 lane.
